timestamp,open,high,low,close,volume,symbol
2018-06-06,0.00040100,0.00040100,0.00031400,0.00032100,3439900.65000000,NXSBTC
2018-06-07,0.00032050,0.00033510,0.00028410,0.00030010,2079156.31000000,NXSBTC
2018-06-08,0.00030010,0.00030210,0.00026740,0.00027380,1951403.55000000,NXSBTC
2018-06-09,0.00027380,0.00027430,0.00025420,0.00025840,1352352.76000000,NXSBTC
2018-06-10,0.00025840,0.00025940,0.00023380,0.00024150,1614937.94000000,NXSBTC
2018-06-11,0.00024130,0.00026500,0.00024000,0.00024180,1694655.37000000,NXSBTC
2018-06-12,0.00024150,0.00025230,0.00022440,0.00022930,1669085.66000000,NXSBTC
2018-06-13,0.00022990,0.00024060,0.00022000,0.00022240,1563025.26000000,NXSBTC
2018-06-14,0.00022210,0.00023500,0.00022000,0.00022900,1472139.02000000,NXSBTC
2018-06-15,0.00022910,0.00023270,0.00022020,0.00022120,793303.65000000,NXSBTC
2018-06-16,0.00022120,0.00023450,0.00022020,0.00023030,762437.41000000,NXSBTC
2018-06-17,0.00022950,0.00023480,0.00022200,0.00022330,761696.10000000,NXSBTC
2018-06-18,0.00022340,0.00023310,0.00022300,0.00022730,921977.36000000,NXSBTC
2018-06-19,0.00022760,0.00023300,0.00022320,0.00022810,836000.95000000,NXSBTC
2018-06-20,0.00022840,0.00024470,0.00022500,0.00023940,1015646.94000000,NXSBTC
2018-06-21,0.00023940,0.00023980,0.00023000,0.00023020,988506.57000000,NXSBTC
2018-06-22,0.00023030,0.00023780,0.00021960,0.00022380,954382.36000000,NXSBTC
2018-06-23,0.00022370,0.00022600,0.00021350,0.00021360,871594.54000000,NXSBTC
2018-06-24,0.00021370,0.00021660,0.00018480,0.00019580,990112.64000000,NXSBTC
2018-06-25,0.00019630,0.00019970,0.00018800,0.00019620,772599.16000000,NXSBTC
2018-06-26,0.00019620,0.00020500,0.00019410,0.00019530,566961.85000000,NXSBTC
2018-06-27,0.00019550,0.00019870,0.00019010,0.00019170,790500.12000000,NXSBTC
2018-06-28,0.00019170,0.00019370,0.00018120,0.00018430,1003401.04000000,NXSBTC
2018-06-29,0.00018370,0.00018840,0.00017500,0.00018510,784996.68000000,NXSBTC
2018-06-30,0.00018540,0.00020490,0.00018220,0.00019410,993666.49000000,NXSBTC
2018-07-01,0.00019390,0.00019490,0.00018560,0.00018970,854655.73000000,NXSBTC
2018-07-02,0.00018970,0.00021880,0.00018880,0.00020250,1181744.41000000,NXSBTC
2018-07-03,0.00020070,0.00020890,0.00019100,0.00019300,888243.74000000,NXSBTC
2018-07-04,0.00019270,0.00030450,0.00018970,0.00021890,2373193.06000000,NXSBTC
